C/C++ Syntax Analyzer with AST
==============================

Token: #include <stdio.h>   Type: PREPROCESSOR   
    sw $s6, 204($sp)
    sw $s7, 200($sp)
    # Loading parameter x from stack
    lw $t0, 244($sp)
    move $s0, $t0
    # Save param x to $s0
    # Loading parameter y from stack
    lw $t1, 240($sp)
    move $s1, $t1
    # Save param y to $s1
    # Indirect call through op
    # Loading parameter op from stack
    lw $t2, 236($sp)
    move $a0, $s0
    move $a1, $s1
    # Spilling y before function call
    sw $t1, 0($sp)
    # Spilling op before function call
    sw $t2, 4($sp)
    # Spilling x before function call
    sw $t0, 8($sp)
    jalr $t2
    move $s2, $v0
    move $v0, $s2
    # Function epilogue
    lw $s0, 228($sp)
    lw $s1, 224($sp)
    lw $s2, 220($sp)
    lw $s3, 216($sp)
    lw $s4, 212($sp)
    lw $s5, 208($sp)
    lw $s6, 204($sp)
    lw $s7, 200($sp)
    lw $fp, 248($sp)
    lw $ra, 252($sp)
    addi $sp, $sp, 256
    jr $ra

    # Function: main
main:
    # Reserve stack space for register spills
    addi $sp, $sp, -256
    la $t0, operations
    li $t2, 0
    li $t3, 4
    mul $t1, $t2, $t3
    add $t2, $t0, $t1
    la $t0, func_add
    sw $t0, 0($t2)
    la $t0, operations
    li $t3, 1
    li $t4, 4
    mul $t1, $t3, $t4
    add $t3, $t0, $t1
    la $t0, func_subtract
    sw $t0, 0($t3)
    la $t0, operations
    li $t4, 2
    li $t5, 4
    mul $t1, $t4, $t5
    add $t4, $t0, $t1
    la $t0, func_multiply
    sw $t0, 0($t4)
    la $t0, operations
    li $t5, 3
    li $t6, 4
    mul $t1, $t5, $t6
    add $t5, $t0, $t1
    la $t0, func_divide
    sw $t0, 0($t5)
    li $t0, 20
    sw $t0, 0($sp)
    li $t0, 4
    sw $t0, 4($sp)
    la $s3, str_0
    # Save string param str_0 to $s3
    # Reloading a from stack
    lw $t0, 0($sp)
    move $s4, $t0
    # Save param a to $s4
    # Reloading b from stack
    lw $t1, 4($sp)
    move $s5, $t1
    # Save param b to $s5
    # Call printf
    li $v0, 11
    li $a0, 79
    syscall
    li $v0, 11
    li $a0, 112
    syscall
    li $v0, 11
    li $a0, 101
    syscall
    li $v0, 11
    li $a0, 114
    syscall
    li $v0, 11
    li $a0, 97
    syscall
    li $v0, 11
    li $a0, 116
    syscall
    li $v0, 11
    li $a0, 105
    syscall
    li $v0, 11
    li $a0, 111
    syscall
    li $v0, 11
    li $a0, 110
    syscall
    li $v0, 11
    li $a0, 115
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 111
    syscall
    li $v0, 11
    li $a0, 110
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    # Print integer
    li $v0, 1
    move $a0, $s4
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 97
    syscall
    li $v0, 11
    li $a0, 110
    syscall
    li $v0, 11
    li $a0, 100
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    # Print integer
    li $v0, 1
    move $a0, $s5
    syscall
    li $v0, 11
    li $a0, 58
    syscall
    li $v0, 11
    li $a0, 10
    syscall
    la $s6, str_1
    # Save string param str_1 to $s6
    li $t1, 0
    li $t2, 4
    mul $t0, $t1, $t2
    la $t1, operations
    add $t2, $t1, $t0
    lw $t0, 0($t2)
    # Reloading a from stack
    lw $t1, 0($sp)
    move $s7, $t1
    # Save param a to $s7
    # Reloading b from stack
    lw $t2, 4($sp)
    move $s0, $t2
    # Save param b to $s0
    # Indirect call through t21
    move $a0, $s7
    move $a1, $s0
    jalr $t0
    move $s1, $v0
    move $s2, $s1
    # Save param t22 to $s2
    # Call printf
    li $v0, 11
    li $a0, 65
    syscall
    li $v0, 11
    li $a0, 100
    syscall
    li $v0, 11
    li $a0, 100
    syscall
    li $v0, 11
    li $a0, 58
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    # Print integer
    li $v0, 1
    move $a0, $s2
    syscall
    li $v0, 11
    li $a0, 10
    syscall
    la $s3, str_2
    # Save string param str_2 to $s3
    li $t1, 1
    li $t2, 4
    mul $t0, $t1, $t2
    la $t1, operations
    add $t2, $t1, $t0
    lw $t0, 0($t2)
    # Reloading a from stack
    lw $t1, 0($sp)
    move $s4, $t1
    # Save param a to $s4
    # Reloading b from stack
    lw $t2, 4($sp)
    move $s5, $t2
    # Save param b to $s5
    # Indirect call through t27
    move $a0, $s4
    move $a1, $s5
    jalr $t0
    move $s6, $v0
    move $s7, $s6
    # Save param t28 to $s7
    # Call printf
    li $v0, 11
    li $a0, 83
    syscall
    li $v0, 11
    li $a0, 117
    syscall
    li $v0, 11
    li $a0, 98
    syscall
    li $v0, 11
    li $a0, 116
    syscall
    li $v0, 11
    li $a0, 114
    syscall
    li $v0, 11
    li $a0, 97
    syscall
    li $v0, 11
    li $a0, 99
    syscall
    li $v0, 11
    li $a0, 116
    syscall
    li $v0, 11
    li $a0, 58
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    # Print integer
    li $v0, 1
    move $a0, $s7
    syscall
    li $v0, 11
    li $a0, 10
    syscall
    la $s0, str_3
    # Save string param str_3 to $s0
    li $t1, 2
    li $t2, 4
    mul $t0, $t1, $t2
    la $t1, operations
    add $t2, $t1, $t0
    lw $t0, 0($t2)
    # Reloading a from stack
    lw $t1, 0($sp)
    move $s1, $t1
    # Save param a to $s1
    # Reloading b from stack
    lw $t2, 4($sp)
    move $s2, $t2
    # Save param b to $s2
    # Indirect call through t33
    move $a0, $s1
    move $a1, $s2
    jalr $t0
    move $s3, $v0
    move $s4, $s3
    # Save param t34 to $s4
    # Call printf
    li $v0, 11
    li $a0, 77
    syscall
    li $v0, 11
    li $a0, 117
    syscall
    li $v0, 11
    li $a0, 108
    syscall
    li $v0, 11
    li $a0, 116
    syscall
    li $v0, 11
    li $a0, 105
    syscall
    li $v0, 11
    li $a0, 112
    syscall
    li $v0, 11
    li $a0, 108
    syscall
    li $v0, 11
    li $a0, 121
    syscall
    li $v0, 11
    li $a0, 58
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    # Print integer
    li $v0, 1
    move $a0, $s4
    syscall
    li $v0, 11
    li $a0, 10
    syscall
    la $s5, str_4
    # Save string param str_4 to $s5
    li $t1, 3
    li $t2, 4
    mul $t0, $t1, $t2
    la $t1, operations
    add $t2, $t1, $t0
    lw $t0, 0($t2)
    # Reloading a from stack
    lw $t1, 0($sp)
    move $s6, $t1
    # Save param a to $s6
    # Reloading b from stack
    lw $t2, 4($sp)
    move $s7, $t2
    # Save param b to $s7
    # Indirect call through t39
    move $a0, $s6
    move $a1, $s7
    jalr $t0
    move $s0, $v0
    move $s1, $s0
    # Save param t40 to $s1
    # Call printf
    li $v0, 11
    li $a0, 68
    syscall
    li $v0, 11
    li $a0, 105
    syscall
    li $v0, 11
    li $a0, 118
    syscall
    li $v0, 11
    li $a0, 105
    syscall
    li $v0, 11
    li $a0, 100
    syscall
    li $v0, 11
    li $a0, 101
    syscall
    li $v0, 11
    li $a0, 58
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    # Print integer
    li $v0, 1
    move $a0, $s1
    syscall
    li $v0, 11
    li $a0, 10
    syscall
    la $s2, str_5
    # Save string param str_5 to $s2
    # Call printf
    li $v0, 11
    li $a0, 85
    syscall
    li $v0, 11
    li $a0, 115
    syscall
    li $v0, 11
    li $a0, 105
    syscall
    li $v0, 11
    li $a0, 110
    syscall
    li $v0, 11
    li $a0, 103
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 97
    syscall
    li $v0, 11
    li $a0, 112
    syscall
    li $v0, 11
    li $a0, 112
    syscall
    li $v0, 11
    li $a0, 108
    syscall
    li $v0, 11
    li $a0, 121
    syscall
    li $v0, 11
    li $a0, 95
    syscall
    li $v0, 11
    li $a0, 111
    syscall
    li $v0, 11
    li $a0, 112
    syscall
    li $v0, 11
    li $a0, 101
    syscall
    li $v0, 11
    li $a0, 114
    syscall
    li $v0, 11
    li $a0, 97
    syscall
    li $v0, 11
    li $a0, 116
    syscall
    li $v0, 11
    li $a0, 105
    syscall
    li $v0, 11
    li $a0, 111
    syscall
    li $v0, 11
    li $a0, 110
    syscall
    li $v0, 11
    li $a0, 58
    syscall
    li $v0, 11
    li $a0, 10
    syscall
    la $s3, str_6
    # Save string param str_6 to $s3
    la $s4, func_add
    # Save function address add to $s4
    # Call apply_operation
    li $a0, 10
    li $a1, 5
    move $a2, $s4
    jal func_apply_operation
    move $s5, $v0
    move $s6, $s5
    # Save param t43 to $s6
    # Call printf
    li $v0, 11
    li $a0, 82
    syscall
    li $v0, 11
    li $a0, 101
    syscall
    li $v0, 11
    li $a0, 115
    syscall
    li $v0, 11
    li $a0, 117
    syscall
    li $v0, 11
    li $a0, 108
    syscall
    li $v0, 11
    li $a0, 116
    syscall
    li $v0, 11
    li $a0, 58
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    # Print integer
    li $v0, 1
    move $a0, $s6
    syscall
    li $v0, 11
    li $a0, 10
    syscall
    la $s7, str_6
    # Save string param str_6 to $s7
    la $s0, func_multiply
    # Save function address multiply to $s0
    # Call apply_operation
    li $a0, 10
    li $a1, 5
    move $a2, $s0
    jal func_apply_operation
    move $s1, $v0
    move $s2, $s1
    # Save param t45 to $s2
    # Call printf
    li $v0, 11
    li $a0, 82
    syscall
    li $v0, 11
    li $a0, 101
    syscall
    li $v0, 11
    li $a0, 115
    syscall
    li $v0, 11
    li $a0, 117
    syscall
    li $v0, 11
    li $a0, 108
    syscall
    li $v0, 11
    li $a0, 116
    syscall
    li $v0, 11
    li $a0, 58
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    # Print integer
    li $v0, 1
    move $a0, $s2
    syscall
    li $v0, 11
    li $a0, 10
    syscall
    li $v0, 0
    # Restore stack and exit program
    addi $sp, $sp, 256
    li $v0, 10
    syscall

MIPS file generated: output.s

==================================================
COMPILATION SUCCESSFUL
==================================================
