C/C++ Syntax Analyzer with AST
==============================

Token: #include <stdio.h>   Type: PREPROCESSOR   
Token: #include <stdlib.h>  Type: PREPROCESSOR   
Token: #include <string.h>  Type: PREPROCESSOR   
  FunctionDefinition :  (line 48)
    DeclarationSpecifiers :  (line 48)
      TypeSpecifier : int (line 48)
    FunctionDeclarator :  (line 48)
      DirectDeclarator : add (line 48)
      ParameterList :  (line 48)
        ParameterDeclaration :  (line 48)
          DeclarationSpecifiers :  (line 48)
            TypeSpecifier : int (line 48)
          DirectDeclarator : a (line 48)
        ParameterDeclaration :  (line 48)
          DeclarationSpecifiers :  (line 48)
            TypeSpecifier : int (line 48)
          DirectDeclarator : b (line 48)
    CompoundStatement :  (line 48)
      BlockItemList :  (line 48)
        BlockItem :  (line 48)
          ReturnStatement :  (line 48)
            AdditiveExpression : + (line 48)
              Identifier : a (line 48)
              Identifier : b (line 48)
  FunctionDefinition :  (line 55)
    DeclarationSpecifiers :  (line 50)
      TypeSpecifier : void (line 50)
    FunctionDeclarator :  (line 50)
      DirectDeclarator : testcase4 (line 50)
    CompoundStatement :  (line 55)
      BlockItemList :  (line 51)
        BlockItem :  (line 51)
          Declaration :  (line 51)
            DeclarationSpecifiers :  (line 51)
              TypeSpecifier : int (line 51)
            InitDeclaratorList :  (line 51)
              InitDeclarator :  (line 51)
                FunctionDeclarator :  (line 51)
                  Declarator :  (line 51)
                    Pointer :  (line 51)
                    DirectDeclarator : fp (line 51)
                  ParameterList :  (line 51)
                    ParameterDeclaration :  (line 51)
                      DeclarationSpecifiers :  (line 51)
                        TypeSpecifier : int (line 51)
                    ParameterDeclaration :  (line 51)
                      DeclarationSpecifiers :  (line 51)
                        TypeSpecifier : int (line 51)
                Initializer :  (line 51)
                  Identifier : add (line 51)
        BlockItem :  (line 53)
          ExpressionStatement :  (line 53)
            FunctionCall :  (line 53)
              Identifier : printf (line 53)
              ArgumentList :  (line 53)
                StringLiteral : "\nTESTCASE 4: Pointer to Function\n" (line 53)
        BlockItem :  (line 54)
          ExpressionStatement :  (line 54)
            FunctionCall :  (line 54)
              Identifier : printf (line 54)
              ArgumentList :  (line 54)
                StringLiteral : "add(5,7) using fp = %d\n" (line 54)
                FunctionCall :  (line 54)
                  Identifier : fp (line 54)
                  ArgumentList :  (line 54)
                    Constant : 5 (line 54)
                    Constant : 7 (line 54)
  FunctionDefinition :  (line 97)
    DeclarationSpecifiers :  (line 94)
      TypeSpecifier : int (line 94)
    Declarator :  (line 94)
      Pointer :  (line 94)
      FunctionDeclarator :  (line 94)
        DirectDeclarator : getDanglingPtr (line 94)
    CompoundStatement :  (line 97)
      BlockItemList :  (line 95)
        BlockItem :  (line 95)
          Declaration :  (line 95)
            DeclarationSpecifiers :  (line 95)
              TypeSpecifier : int (line 95)
            InitDeclaratorList :  (line 95)
              InitDeclarator :  (line 95)
                DirectDeclarator : x (line 95)
                Initializer :  (line 95)
                  Constant : 50 (line 95)
        BlockItem :  (line 96)
          ReturnStatement :  (line 96)
            UnaryExpression : & (line 96)
              Identifier : x (line 96)
  FunctionDefinition :  (line 103)
    DeclarationSpecifiers :  (line 99)
      TypeSpecifier : void (line 99)
    FunctionDeclarator :  (line 99)
      DirectDeclarator : testcase7 (line 99)
    CompoundStatement :  (line 103)
      BlockItemList :  (line 100)
        BlockItem :  (line 100)
          ExpressionStatement :  (line 100)
            FunctionCall :  (line 100)
              Identifier : printf (line 100)
              ArgumentList :  (line 100)
                StringLiteral : "\nTESTCASE 7: Dangling Pointer (unsafe)\n" (line 100)
        BlockItem :  (line 101)
          Declaration :  (line 101)
            DeclarationSpecifiers :  (line 101)
              TypeSpecifier : int (line 101)
            InitDeclaratorList :  (line 101)
              InitDeclarator :  (line 101)
                Declarator :  (line 101)
                  Pointer :  (line 101)
                  DirectDeclarator : dp (line 101)
                Initializer :  (line 101)
                  FunctionCall :  (line 101)
                    Identifier : getDanglingPtr (line 101)
        BlockItem :  (line 102)
          ExpressionStatement :  (line 102)
            FunctionCall :  (line 102)
              Identifier : printf (line 102)
              ArgumentList :  (line 102)
                StringLiteral : "Dangling pointer value (undefined) = %d\n" (line 102)
                UnaryExpression : * (line 102)
                  Identifier : dp (line 102)
  FunctionDefinition :  (line 120)
    DeclarationSpecifiers :  (line 108)
      TypeSpecifier : void (line 108)
    FunctionDeclarator :  (line 108)
      DirectDeclarator : testcase8 (line 108)
    CompoundStatement :  (line 120)
      BlockItemList :  (line 109)
        BlockItem :  (line 109)
          ExpressionStatement :  (line 109)
            FunctionCall :  (line 109)
              Identifier : printf (line 109)
              ArgumentList :  (line 109)
                StringLiteral : "\nTESTCASE 8: Double Free (dangerous)\n" (line 109)
        BlockItem :  (line 111)
          Declaration :  (line 111)
            DeclarationSpecifiers :  (line 111)
              TypeSpecifier : int (line 111)
            InitDeclaratorList :  (line 111)
              InitDeclarator :  (line 111)
                Declarator :  (line 111)
                  Pointer :  (line 111)
                  DirectDeclarator : ptr (line 111)
                Initializer :  (line 111)
                  FunctionCall :  (line 111)
                    Identifier : malloc (line 111)
                    ArgumentList :  (line 111)
                      Constant : 4 (line 111)
        BlockItem :  (line 112)
          ExpressionStatement :  (line 112)
            AssignmentExpression : = (line 112)
              UnaryExpression : * (line 112)
                Identifier : ptr (line 112)
              Constant : 999 (line 112)
        BlockItem :  (line 113)
          ExpressionStatement :  (line 113)
            FunctionCall :  (line 113)
              Identifier : printf (line 113)
              ArgumentList :  (line 113)
                StringLiteral : "Value = %d\n" (line 113)
                UnaryExpression : * (line 113)
                  Identifier : ptr (line 113)
        BlockItem :  (line 115)
          ExpressionStatement :  (line 115)
            FunctionCall :  (line 115)
              Identifier : free (line 115)
              ArgumentList :  (line 115)
                Identifier : ptr (line 115)
        BlockItem :  (line 116)
          ExpressionStatement :  (line 116)
            FunctionCall :  (line 116)
              Identifier : printf (line 116)
              ArgumentList :  (line 116)
                StringLiteral : "Freed once\n" (line 116)
        BlockItem :  (line 119)
          ExpressionStatement :  (line 119)
            FunctionCall :  (line 119)
              Identifier : printf (line 119)
              ArgumentList :  (line 119)
                StringLiteral : "Double free avoided (commented out)\n" (line 119)
  FunctionDefinition :  (line 129)
    DeclarationSpecifiers :  (line 125)
      TypeSpecifier : void (line 125)
    FunctionDeclarator :  (line 125)
      DirectDeclarator : swap (line 125)
      ParameterList :  (line 125)
        ParameterDeclaration :  (line 125)
          DeclarationSpecifiers :  (line 125)
            TypeSpecifier : int (line 125)
          Declarator :  (line 125)
            Pointer :  (line 125)
            DirectDeclarator : x (line 125)
        ParameterDeclaration :  (line 125)
          DeclarationSpecifiers :  (line 125)
            TypeSpecifier : int (line 125)
          Declarator :  (line 125)
            Pointer :  (line 125)
            DirectDeclarator : y (line 125)
    CompoundStatement :  (line 129)
      BlockItemList :  (line 126)
        BlockItem :  (line 126)
          Declaration :  (line 126)
            DeclarationSpecifiers :  (line 126)
              TypeSpecifier : int (line 126)
            InitDeclaratorList :  (line 126)
              InitDeclarator :  (line 126)
                DirectDeclarator : temp (line 126)
                Initializer :  (line 126)
                  UnaryExpression : * (line 126)
                    Identifier : x (line 126)
        BlockItem :  (line 127)
          ExpressionStatement :  (line 127)
            AssignmentExpression : = (line 127)
              UnaryExpression : * (line 127)
                Identifier : x (line 127)
              UnaryExpression : * (line 127)
                Identifier : y (line 127)
        BlockItem :  (line 128)
          ExpressionStatement :  (line 128)
            AssignmentExpression : = (line 128)
              UnaryExpression : * (line 128)
                Identifier : y (line 128)
              Identifier : temp (line 128)
  FunctionDefinition :  (line 138)
    DeclarationSpecifiers :  (line 131)
      TypeSpecifier : void (line 131)
    FunctionDeclarator :  (line 131)
      DirectDeclarator : testcase9 (line 131)
    CompoundStatement :  (line 138)
      BlockItemList :  (line 132)
        BlockItem :  (line 132)
          Declaration :  (line 132)
            DeclarationSpecifiers :  (line 132)
              TypeSpecifier : int (line 132)
            InitDeclaratorList :  (line 132)
              InitDeclarator :  (line 132)
                DirectDeclarator : a (line 132)
                Initializer :  (line 132)
                  Constant : 5 (line 132)
              InitDeclarator :  (line 132)
                DirectDeclarator : b (line 132)
                Initializer :  (line 132)
                  Constant : 10 (line 132)
        BlockItem :  (line 134)
          ExpressionStatement :  (line 134)
            FunctionCall :  (line 134)
              Identifier : printf (line 134)
              ArgumentList :  (line 134)
                StringLiteral : "\nTESTCASE 9: Swap using pointers\n" (line 134)
        BlockItem :  (line 135)
          ExpressionStatement :  (line 135)
            FunctionCall :  (line 135)
              Identifier : printf (line 135)
              ArgumentList :  (line 135)
                StringLiteral : "Before: a=%d b=%d\n" (line 135)
                Identifier : a (line 135)
                Identifier : b (line 135)
        BlockItem :  (line 136)
          ExpressionStatement :  (line 136)
            FunctionCall :  (line 136)
              Identifier : swap (line 136)
              ArgumentList :  (line 136)
                UnaryExpression : & (line 136)
                  Identifier : a (line 136)
                UnaryExpression : & (line 136)
                  Identifier : b (line 136)
        BlockItem :  (line 137)
          ExpressionStatement :  (line 137)
            FunctionCall :  (line 137)
              Identifier : printf (line 137)
              ArgumentList :  (line 137)
                StringLiteral : "After : a=%d b=%d\n" (line 137)
                Identifier : a (line 137)
                Identifier : b (line 137)
  FunctionDefinition :  (line 170)
    DeclarationSpecifiers :  (line 157)
      TypeSpecifier : int (line 157)
    FunctionDeclarator :  (line 157)
      DirectDeclarator : main (line 157)
    CompoundStatement :  (line 170)
      BlockItemList :  (line 158)
        BlockItem :  (line 158)
          ExpressionStatement :  (line 158)
            FunctionCall :  (line 158)
              Identifier : testcase1 (line 158)
        BlockItem :  (line 159)
          ExpressionStatement :  (line 159)
            FunctionCall :  (line 159)
              Identifier : testcase2 (line 159)
        BlockItem :  (line 160)
          ExpressionStatement :  (line 160)
            FunctionCall :  (line 160)
              Identifier : testcase3 (line 160)
        BlockItem :  (line 161)
          ExpressionStatement :  (line 161)
            FunctionCall :  (line 161)
              Identifier : testcase4 (line 161)
        BlockItem :  (line 164)
          ExpressionStatement :  (line 164)
            FunctionCall :  (line 164)
              Identifier : testcase7 (line 164)
        BlockItem :  (line 165)
          ExpressionStatement :  (line 165)
            FunctionCall :  (line 165)
              Identifier : testcase8 (line 165)
        BlockItem :  (line 166)
          ExpressionStatement :  (line 166)
            FunctionCall :  (line 166)
              Identifier : testcase9 (line 166)
        BlockItem :  (line 169)
          ReturnStatement :  (line 169)
            Constant : 0 (line 169)

AST DOT file generated: ast.dot
TAC file generated: output.tac

=== MIPS ASSEMBLY GENERATION ===

=== MIPS ASSEMBLY CODE ===
    # ==============================================
    #   MIPS Assembly Code
    #   Generated from Three-Address Code
    # ==============================================

.data
.align 2
str_19: .asciiz "After : a=%d b=%d\n"
.align 2
str_17: .asciiz "\nTESTCASE 9: Swap using pointers\n"
.align 2
str_16: .asciiz "Double free avoided (commented out)\n"
.align 2
str_15: .asciiz "Freed once\n"
.align 2
str_14: .asciiz "Value = %d\n"
.align 2
str_13: .asciiz "\nTESTCASE 8: Double Free (dangerous)\n"
.align 2
str_7: .asciiz "\nTESTCASE 3: Array of Pointers\n"
.align 2
str_1: .asciiz "*(p+2) = %d\n"
.align 2
str_2: .asciiz "*p after p++ = %d\n"
.align 2
str_0: .asciiz "\nTESTCASE 1: Pointer Arithmetic\n"
.align 2
str_11: .asciiz "\nTESTCASE 7: Dangling Pointer (unsafe)\n"
.align 2
str_10: .asciiz "add(5,7) using fp = %d\n"
.align 2
str_9: .asciiz "\nTESTCASE 4: Pointer to Function\n"
.align 2
str_4: .asciiz "a = %d\n"
.align 2
str_5: .asciiz "*p = %d\n"
.align 2
str_3: .asciiz "\nTESTCASE 2: Pointer to Pointer\n"
.align 2
str_8: .asciiz "names[%d] = %s\n"
.align 2
str_18: .asciiz "Before: a=%d b=%d\n"
.align 2
str_6: .asciiz "**pp = %d\n"
.align 2
str_12: .asciiz "Dangling pointer value (undefined) = %d\n"
.align 2
newline: .asciiz "\n"
.align 2
var_b: .space 4
.align 2
var_x: .space 4
.align 2
var_p: .space 4
.align 2
var_a: .space 4
.align 2
arr: .space 4
.align 2
names: .space 400

.text
.globl main


    # Function: testcase1
func_testcase1:
    # Function prologue
    addi $sp, $sp, -256
    sw $ra, 252($sp)
    sw $fp, 248($sp)
    addi $fp, $sp, 256
    sw $a0, 244($sp)
    sw $a1, 240($sp)
    sw $a2, 236($sp)
    sw $a3, 232($sp)
    sw $s0, 228($sp)
    sw $s1, 224($sp)
    sw $s2, 220($sp)
    sw $s3, 216($sp)
    sw $s4, 212($sp)
    sw $s5, 208($sp)
    sw $s6, 204($sp)
    sw $s7, 200($sp)
    la $t0, arr
    li $t1, 10
    sw $t1, 0($t0)
    li $t2, 4
    add $t1, $t0, $t2
    li $t2, 20
    sw $t2, 0($t1)
    li $t3, 8
    add $t2, $t0, $t3
    li $t3, 30
    sw $t3, 0($t2)
    li $t4, 12
    add $t3, $t0, $t4
    li $t4, 40
    sw $t4, 0($t3)
    li $t5, 16
    add $t4, $t0, $t5
    li $t0, 50
    sw $t0, 0($t4)
    la $t0, arr
    sw $t0, 0($sp)
    la $s0, str_0
    # Save string param str_0 to $s0
    # Call printf
    li $v0, 11
    li $a0, 10
    syscall
    li $v0, 11
    li $a0, 84
    syscall
    li $v0, 11
    li $a0, 69
    syscall
    li $v0, 11
    li $a0, 83
    syscall
    li $v0, 11
    li $a0, 84
    syscall
    li $v0, 11
    li $a0, 67
    syscall
    li $v0, 11
    li $a0, 65
    syscall
    li $v0, 11
    li $a0, 83
    syscall
    li $v0, 11
    li $a0, 69
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 49
    syscall
    li $v0, 11
    li $a0, 58
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 80
    syscall
    li $v0, 11
    li $a0, 111
    syscall
    li $v0, 11
    li $a0, 105
    syscall
    li $v0, 11
    li $a0, 110
    syscall
    li $v0, 11
    li $a0, 116
    syscall
    li $v0, 11
    li $a0, 101
    syscall
    li $v0, 11
    li $a0, 114
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 65
    syscall
    li $v0, 11
    li $a0, 114
    syscall
    li $v0, 11
    li $a0, 105
    syscall
    li $v0, 11
    li $a0, 116
    syscall
    li $v0, 11
    li $a0, 104
    syscall
    li $v0, 11
    li $a0, 109
    syscall
    li $v0, 11
    li $a0, 101
    syscall
    li $v0, 11
    li $a0, 116
    syscall
    li $v0, 11
    li $a0, 105
    syscall
    li $v0, 11
    li $a0, 99
    syscall
    li $v0, 11
    li $a0, 10
    syscall
    la $s1, str_1
    # Save string param str_1 to $s1
    li $t1, 2
    li $t2, 4
    mul $t0, $t1, $t2
    # Reloading p from stack
    lw $t2, 0($sp)
    add $t1, $t2, $t0
    lw $t0, 0($t1)
    move $s2, $t0
    # Save param t6 to $s2
    # Call printf
    li $v0, 11
    li $a0, 42
    syscall
    li $v0, 11
    li $a0, 40
    syscall
    li $v0, 11
    li $a0, 112
    syscall
    li $v0, 11
    li $a0, 43
    syscall
    li $v0, 11
    li $a0, 50
    syscall
    li $v0, 11
    li $a0, 41
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 61
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    # Print integer
    li $v0, 1
    move $a0, $s2
    syscall
    li $v0, 11
    li $a0, 10
    syscall
    la $t0, p
    # Reloading p from stack
    lw $t1, 0($sp)
    li $t2, 1
    add $t1, $t1, $t2
    sw $t1, 0($sp)
    la $s3, str_2
    # Save string param str_2 to $s3
    # Reloading p from stack
    lw $t1, 0($sp)
    lw $t2, 0($t1)
    move $s4, $t2
    # Save param t11 to $s4
    # Call printf
    li $v0, 11
    li $a0, 42
    syscall
    li $v0, 11
    li $a0, 112
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 97
    syscall
    li $v0, 11
    li $a0, 102
    syscall
    li $v0, 11
    li $a0, 116
    syscall
    li $v0, 11
    li $a0, 101
    syscall
    li $v0, 11
    li $a0, 114
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 112
    syscall
    li $v0, 11
    li $a0, 43
    syscall
    li $v0, 11
    li $a0, 43
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 61
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    # Print integer
    li $v0, 1
    move $a0, $s4
    syscall
    li $v0, 11
    li $a0, 10
    syscall
    # Function epilogue
    lw $s0, 228($sp)
    lw $s1, 224($sp)
    lw $s2, 220($sp)
    lw $s3, 216($sp)
    lw $s4, 212($sp)
    lw $s5, 208($sp)
    lw $s6, 204($sp)
    lw $s7, 200($sp)
    lw $fp, 248($sp)
    lw $ra, 252($sp)
    addi $sp, $sp, 256
    jr $ra

    # Function: testcase2
func_testcase2:
    # Function prologue
    addi $sp, $sp, -256
    sw $ra, 252($sp)
    sw $fp, 248($sp)
    addi $fp, $sp, 256
    sw $a0, 244($sp)
    sw $a1, 240($sp)
    sw $a2, 236($sp)
    sw $a3, 232($sp)
    sw $s0, 228($sp)
    sw $s1, 224($sp)
    sw $s2, 220($sp)
    sw $s3, 216($sp)
    sw $s4, 212($sp)
    sw $s5, 208($sp)
    sw $s6, 204($sp)
    sw $s7, 200($sp)
    li $t0, 0
    la $t1, var_a
    add $t2, $t1, $t0
    li $t0, 100
    sw $t0, 0($t2)
    la $t0, var_a
    li $t1, 0
    la $t2, var_p
    add $t3, $t2, $t1
    sw $t0, 0($t3)
    la $t0, var_p
    move $t1, $t0
    sw $t1, 0($sp)
    la $s5, str_3
    # Save string param str_3 to $s5
    # Call printf
    li $v0, 11
    li $a0, 10
    syscall
    li $v0, 11
    li $a0, 84
    syscall
    li $v0, 11
    li $a0, 69
    syscall
    li $v0, 11
    li $a0, 83
    syscall
    li $v0, 11
    li $a0, 84
    syscall
    li $v0, 11
    li $a0, 67
    syscall
    li $v0, 11
    li $a0, 65
    syscall
    li $v0, 11
    li $a0, 83
    syscall
    li $v0, 11
    li $a0, 69
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 50
    syscall
    li $v0, 11
    li $a0, 58
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 80
    syscall
    li $v0, 11
    li $a0, 111
    syscall
    li $v0, 11
    li $a0, 105
    syscall
    li $v0, 11
    li $a0, 110
    syscall
    li $v0, 11
    li $a0, 116
    syscall
    li $v0, 11
    li $a0, 101
    syscall
    li $v0, 11
    li $a0, 114
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 116
    syscall
    li $v0, 11
    li $a0, 111
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 80
    syscall
    li $v0, 11
    li $a0, 111
    syscall
    li $v0, 11
    li $a0, 105
    syscall
    li $v0, 11
    li $a0, 110
    syscall
    li $v0, 11
    li $a0, 116
    syscall
    li $v0, 11
    li $a0, 101
    syscall
    li $v0, 11
    li $a0, 114
    syscall
    li $v0, 11
    li $a0, 10
    syscall
    la $s6, str_4
    # Save string param str_4 to $s6
    li $t0, 0
    la $t1, var_a
    add $t2, $t1, $t0
    lw $t0, 0($t2)
    move $s7, $t0
    # Save param t16 to $s7
    # Call printf
    li $v0, 11
    li $a0, 97
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 61
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    # Print integer
    li $v0, 1
    move $a0, $s7
    syscall
    li $v0, 11
    li $a0, 10
    syscall
    la $s0, str_5
    # Save string param str_5 to $s0
    li $t0, 0
    la $t1, var_p
    add $t2, $t1, $t0
    lw $t0, 0($t2)
    lw $t1, 0($t0)
    move $s1, $t1
    # Save param t18 to $s1
    # Call printf
    li $v0, 11
    li $a0, 42
    syscall
    li $v0, 11
    li $a0, 112
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 61
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    # Print integer
    li $v0, 1
    move $a0, $s1
    syscall
    li $v0, 11
    li $a0, 10
    syscall
    la $s2, str_6
    # Save string param str_6 to $s2
    # Reloading pp from stack
    lw $t0, 0($sp)
    lw $t1, 0($t0)
    lw $t2, 0($t1)
    move $s3, $t2
    # Save param t21 to $s3
    # Call printf
    li $v0, 11
    li $a0, 42
    syscall
    li $v0, 11
    li $a0, 42
    syscall
    li $v0, 11
    li $a0, 112
    syscall
    li $v0, 11
    li $a0, 112
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 61
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    # Print integer
    li $v0, 1
    move $a0, $s3
    syscall
    li $v0, 11
    li $a0, 10
    syscall
    # Function epilogue
    lw $s0, 228($sp)
    lw $s1, 224($sp)
    lw $s2, 220($sp)
    lw $s3, 216($sp)
    lw $s4, 212($sp)
    lw $s5, 208($sp)
    lw $s6, 204($sp)
    lw $s7, 200($sp)
    lw $fp, 248($sp)
    lw $ra, 252($sp)
    addi $sp, $sp, 256
    jr $ra

    # Function: testcase3
func_testcase3:
    # Function prologue
    addi $sp, $sp, -256
    sw $ra, 252($sp)
    sw $fp, 248($sp)
    addi $fp, $sp, 256
    sw $a0, 244($sp)
    sw $a1, 240($sp)
    sw $a2, 236($sp)
    sw $a3, 232($sp)
    sw $s0, 228($sp)
    sw $s1, 224($sp)
    sw $s2, 220($sp)
    sw $s3, 216($sp)
    sw $s4, 212($sp)
    sw $s5, 208($sp)
    sw $s6, 204($sp)
    sw $s7, 200($sp)
    move $t0, $t1
    sw $t0, 0($sp)
    la $s4, str_7
    # Save string param str_7 to $s4
    # Call printf
    li $v0, 11
    li $a0, 10
    syscall
    li $v0, 11
    li $a0, 84
    syscall
    li $v0, 11
    li $a0, 69
    syscall
    li $v0, 11
    li $a0, 83
    syscall
    li $v0, 11
    li $a0, 84
    syscall
    li $v0, 11
    li $a0, 67
    syscall
    li $v0, 11
    li $a0, 65
    syscall
    li $v0, 11
    li $a0, 83
    syscall
    li $v0, 11
    li $a0, 69
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 51
    syscall
    li $v0, 11
    li $a0, 58
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 65
    syscall
    li $v0, 11
    li $a0, 114
    syscall
    li $v0, 11
    li $a0, 114
    syscall
    li $v0, 11
    li $a0, 97
    syscall
    li $v0, 11
    li $a0, 121
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 111
    syscall
    li $v0, 11
    li $a0, 102
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 80
    syscall
    li $v0, 11
    li $a0, 111
    syscall
    li $v0, 11
    li $a0, 105
    syscall
    li $v0, 11
    li $a0, 110
    syscall
    li $v0, 11
    li $a0, 116
    syscall
    li $v0, 11
    li $a0, 101
    syscall
    li $v0, 11
    li $a0, 114
    syscall
    li $v0, 11
    li $a0, 115
    syscall
    li $v0, 11
    li $a0, 10
    syscall
    li $t0, 0
    sw $t0, 4($sp)
L0:
    # Reloading i from stack
    lw $t1, 4($sp)
    li $t2, 3
    slt $t0, $t1, $t2
    beq $t0, $zero, L1
    la $s5, str_8
    # Save string param str_8 to $s5
    move $s6, $t1
    # Save param i to $s6
    li $t2, 1
    mul $t0, $t1, $t2
    move $t2, $sp
    add $t3, $t2, $t0
    lbu $t0, 0($t3)
    move $s7, $t0
    # Save param t29 to $s7
    # Call printf
    li $v0, 11
    li $a0, 110
    syscall
    li $v0, 11
    li $a0, 97
    syscall
    li $v0, 11
    li $a0, 109
    syscall
    li $v0, 11
    li $a0, 101
    syscall
    li $v0, 11
    li $a0, 115
    syscall
    li $v0, 11
    li $a0, 91
    syscall
    # Print integer
    li $v0, 1
    move $a0, $s6
    syscall
    li $v0, 11
    li $a0, 93
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 61
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    # Print string
    li $v0, 4
    move $a0, $s7
    syscall
    li $v0, 11
    li $a0, 10
    syscall
L2:
    # Reloading i from stack
    lw $t1, 4($sp)
    move $t0, $t1
    li $t2, 1
    add $t1, $t1, $t2
    sw $t1, 4($sp)
    j L0
L1:
    # Function epilogue
    lw $s0, 228($sp)
    lw $s1, 224($sp)
    lw $s2, 220($sp)
    lw $s3, 216($sp)
    lw $s4, 212($sp)
    lw $s5, 208($sp)
    lw $s6, 204($sp)
    lw $s7, 200($sp)
    lw $fp, 248($sp)
    lw $ra, 252($sp)
    addi $sp, $sp, 256
    jr $ra

    # Function: add
func_add:
    # Function prologue
    addi $sp, $sp, -256
    sw $ra, 252($sp)
    sw $fp, 248($sp)
    addi $fp, $sp, 256
    sw $a0, 244($sp)
    sw $a1, 240($sp)
    sw $a2, 236($sp)
    sw $a3, 232($sp)
    sw $s0, 228($sp)
    sw $s1, 224($sp)
    sw $s2, 220($sp)
    sw $s3, 216($sp)
    sw $s4, 212($sp)
    sw $s5, 208($sp)
    sw $s6, 204($sp)
    sw $s7, 200($sp)
    # Loading parameter a from stack
    lw $t1, 244($sp)
    # Loading parameter b from stack
    lw $t2, 240($sp)
    add $t0, $t1, $t2
    move $v0, $t0
    # Function epilogue
    lw $s0, 228($sp)
    lw $s1, 224($sp)
    lw $s2, 220($sp)
    lw $s3, 216($sp)
    lw $s4, 212($sp)
    lw $s5, 208($sp)
    lw $s6, 204($sp)
    lw $s7, 200($sp)
    lw $fp, 248($sp)
    lw $ra, 252($sp)
    addi $sp, $sp, 256
    jr $ra

    # Function: testcase4
func_testcase4:
    # Function prologue
    addi $sp, $sp, -256
    sw $ra, 252($sp)
    sw $fp, 248($sp)
    addi $fp, $sp, 256
    sw $a0, 244($sp)
    sw $a1, 240($sp)
    sw $a2, 236($sp)
    sw $a3, 232($sp)
    sw $s0, 228($sp)
    sw $s1, 224($sp)
    sw $s2, 220($sp)
    sw $s3, 216($sp)
    sw $s4, 212($sp)
    sw $s5, 208($sp)
    sw $s6, 204($sp)
    sw $s7, 200($sp)
    la $t0, func_add
    sw $t0, 0($sp)
    la $s0, str_9
    # Save string param str_9 to $s0
    # Call printf
    li $v0, 11
    li $a0, 10
    syscall
    li $v0, 11
    li $a0, 84
    syscall
    li $v0, 11
    li $a0, 69
    syscall
    li $v0, 11
    li $a0, 83
    syscall
    li $v0, 11
    li $a0, 84
    syscall
    li $v0, 11
    li $a0, 67
    syscall
    li $v0, 11
    li $a0, 65
    syscall
    li $v0, 11
    li $a0, 83
    syscall
    li $v0, 11
    li $a0, 69
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 52
    syscall
    li $v0, 11
    li $a0, 58
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 80
    syscall
    li $v0, 11
    li $a0, 111
    syscall
    li $v0, 11
    li $a0, 105
    syscall
    li $v0, 11
    li $a0, 110
    syscall
    li $v0, 11
    li $a0, 116
    syscall
    li $v0, 11
    li $a0, 101
    syscall
    li $v0, 11
    li $a0, 114
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 116
    syscall
    li $v0, 11
    li $a0, 111
    syscall
    li $v0, 11
    li $a0, 32
    syscall
    li $v0, 11
    li $a0, 70
    syscall
    li $v0, 11
    li $a0, 117
    syscall
    li $v0, 11
    li $a0, 110
    syscall
    li $v0, 11
    li $a0, 99
    syscall
    li $v0, 11
    li $a0, 116
    syscall
    li $v0, 11
    li $a0, 105
    syscall
    li $v0, 11
    li $a0, 111
    syscall
